ts,study,total_trials,completed_trials,best_value,best_algo,mean_value
2025-12-22T14:41:56.515684+00:00,opti_v1.65_nn,459,446,0.3647643919987127,nn,0.3896506643187768
2025-12-22T14:53:31.946887+00:00,opti_v1.65_nn,460,447,0.3647643919987127,nn,0.3896015885057846
2025-12-22T15:06:54.768192+00:00,opti_v1.65_nn,461,448,0.3647643919987127,nn,0.3895559462914503
2025-12-22T15:19:06.906998+00:00,opti_v1.65_nn,462,449,0.3647643919987127,nn,0.389509774875183
2025-12-22T15:31:24.922685+00:00,opti_v1.65_nn,463,450,0.3647643919987127,nn,0.38946630454044445
2025-12-22T15:44:16.467624+00:00,opti_v1.65_nn,464,451,0.3647643919987127,nn,0.3894268033195906
2025-12-22T15:57:16.756567+00:00,opti_v1.65_nn,465,452,0.3647643919987127,nn,0.3893762421611148
2025-12-22T16:11:01.699352+00:00,opti_v1.65_nn,466,453,0.3647643919987127,nn,0.38932792327177185
2025-12-22T16:22:28.702632+00:00,opti_v1.65_nn,467,454,0.3647643919987127,nn,0.38927840144710313
2025-12-22T16:35:15.333681+00:00,opti_v1.65_nn,468,455,0.3647643919987127,nn,0.3892301933379033
2025-12-22T16:48:01.532283+00:00,opti_v1.65_nn,469,456,0.3647643919987127,nn,0.38918689331605816
2025-12-22T16:59:36.836191+00:00,opti_v1.65_nn,470,457,0.3647643919987127,nn,0.3891765514303851
2025-12-22T17:12:04.834555+00:00,opti_v1.65_nn,471,458,0.3647643919987127,nn,0.38912738110512973
2025-12-22T17:28:02.299697+00:00,opti_v1.65_nn,472,459,0.3647643919987127,nn,0.3890822094353278
2025-12-22T17:41:56.028197+00:00,opti_v1.65_nn,473,460,0.3647643919987127,nn,0.3890364546153212
2025-12-22T17:54:55.944521+00:00,opti_v1.65_nn,474,461,0.3647643919987127,nn,0.38899390589866606
2025-12-22T18:08:47.843662+00:00,opti_v1.65_nn,475,462,0.3647643919987127,nn,0.3889809687488313
2025-12-22T18:23:41.406939+00:00,opti_v1.65_nn,476,463,0.3647643919987127,nn,0.38893680525387575
2025-12-22T18:36:14.173718+00:00,opti_v1.65_nn,477,464,0.3647643919987127,nn,0.3889152255179549
2025-12-22T18:50:41.999767+00:00,opti_v1.65_nn,478,465,0.3647643919987127,nn,0.38887033023431095
2025-12-22T19:03:28.939347+00:00,opti_v1.65_nn,479,466,0.3647643919987127,nn,0.3888230784313488
2025-12-22T19:18:21.570631+00:00,opti_v1.65_nn,480,467,0.3647643919987127,nn,0.3887886064325619
2025-12-22T19:30:43.251611+00:00,opti_v1.65_nn,481,468,0.3647643919987127,nn,0.38874556352024425
